Year,Region,Sales_Volume
2018,Asia,2622
2022,Europe,2226
2017,Middle East,7791
2016,Africa,2620
2022,Europe,7507
2024,South America,5460
2020,Middle East,8895
2021,South America,7450
2023,Europe,6223
2013,Africa,9502
2010,North America,7778
2017,South America,9288
2013,Middle East,9347
2012,South America,7499
2018,Africa,5641
2019,Africa,1806
2013,Africa,8747
2013,South America,5252
2023,Middle East,5551
2018,South America,7625
2022,South America,4166
2021,Asia,5754
2020,South America,996
2021,Middle East,2798
2023,Europe,9031
2011,Europe,358
2023,Africa,8317
2021,Africa,3998
2014,Africa,8939
2024,Asia,4733
2013,South America,6992
2018,Middle East,2484
2021,Africa,2259
2014,South America,3202
2018,Middle East,7441
2020,North America,7088
2018,Middle East,454
2023,Asia,9773
2011,Middle East,9584
2023,North America,4324
2024,Middle East,2929
2018,South America,7247
2012,Europe,4899
2013,Middle East,2295
2010,Middle East,8234
2023,South America,4199
2010,North America,8815
2010,South America,9053
2018,South America,9743
2020,North America,9488
2017,North America,9790
2014,Europe,251
2014,Middle East,2995
2018,Middle East,8254
2012,Africa,1343
2012,Asia,2468
2016,South America,529
2018,Middle East,1714
2015,Africa,9666
2023,North America,4657
2011,North America,7622
2010,North America,6871
2011,Africa,2360
2023,Europe,1481
2023,North America,730
2010,Europe,1234
2019,Asia,3440
2019,South America,4396
2018,Middle East,7341
2024,South America,6143
2019,Africa,6144
2024,Asia,2405
2021,Africa,9509
2023,South America,8591
2022,Asia,3417
2017,Africa,8181
2024,North America,9402
2016,Middle East,7419
2024,South America,7718
2012,North America,4566
2017,South America,6979
2011,Asia,1981
2011,Asia,9415
2020,South America,2525
2019,Middle East,2323
2012,South America,5360
2016,Middle East,8792
2010,South America,7129
2017,Middle East,2690
2021,North America,7186
2016,Africa,4300
2013,Europe,9654
2023,Middle East,5820
2024,South America,9670
2014,Africa,5840
2019,North America,6921
2022,Europe,5044
2010,Asia,6541
2013,Middle East,7181
2024,North America,4998
2010,Asia,4281
2010,Middle East,3571
2019,Middle East,6087
2010,North America,2116
2016,Europe,8537
2016,North America,383
2013,South America,2276
2024,Asia,852
2022,Middle East,8872
2021,North America,9018
2011,Middle East,1156
2021,Africa,385
2012,Middle East,6483
2017,Africa,3829
2022,Europe,9462
2017,Asia,993
2020,Europe,400
2020,Africa,3632
2015,Africa,4813
2024,Asia,8783
2019,Europe,6604
2018,South America,8065
2020,South America,9290
2021,Middle East,2215
2018,South America,6952
2013,Asia,9427
2021,Europe,5623
2010,Asia,2726
2010,Asia,1530
2024,South America,6274
2021,Middle East,8037
2019,Africa,7847
2024,Asia,9404
2014,Africa,4450
2023,Middle East,488
2022,North America,716
2011,Africa,9419
2024,Europe,5507
2015,Asia,6154
2016,North America,9810
2010,Asia,8192
2015,Middle East,1441
2017,Europe,8102
2021,South America,211
2014,Europe,8355
2023,North America,6360
2021,Middle East,6220
2016,Asia,4037
2019,Europe,4418
2015,Asia,1287
2013,South America,2652
2024,Middle East,964
2024,North America,244
2016,Asia,7117
2019,Middle East,1000
2018,North America,4046
2019,Middle East,8978
2019,Africa,9942
2022,Europe,8417
2016,Asia,5210
2021,North America,805
2023,Middle East,5756
2014,North America,9360
2016,South America,7898
2012,Europe,7439
2011,Europe,6491
2020,Europe,9356
2024,Asia,3921
2014,Asia,5458
2013,North America,3578
2014,Asia,4551
2017,Middle East,3806
2021,Europe,6488
2013,Europe,6257
2024,Middle East,4031
2018,Europe,5296
2016,South America,6502
2019,Europe,3630
2022,Europe,3027
2021,Africa,6258
2016,Middle East,5459
2024,South America,6063
2022,North America,9674
2022,North America,7327
2017,Middle East,3005
2021,Europe,8557
2015,Europe,9675
2017,Asia,3121
2012,Asia,7706
2019,Africa,6068
2019,Middle East,7575
2023,North America,362
2010,Asia,9251
2015,Asia,8909
2010,North America,4368
2018,Europe,8606
2023,South America,1956
2011,North America,5131
2020,Asia,3175
2011,North America,3421
2016,North America,2235
2011,Europe,6543
2019,Middle East,2001
2017,Europe,700
2015,Europe,399
2023,Africa,5455
2016,Middle East,3571
2016,North America,1874
2015,North America,3039
2019,Asia,6332
2020,Asia,1228
2018,Europe,4479
2022,Europe,8035
2018,Middle East,3445
2024,Europe,3749
2016,Middle East,2420
2018,North America,5639
2022,Europe,7141
2019,Africa,6094
2012,Africa,6544
2012,Africa,7331
2010,Africa,9481
2014,Africa,882
2024,South America,9077
2013,North America,2122
2011,South America,5383
2018,Europe,5489
2012,Africa,4028
2024,Europe,3386
2017,Asia,8340
2015,North America,5747
2023,North America,8963
2022,North America,5254
2014,Asia,5060
2010,Africa,4974
2013,Europe,4091
2012,Europe,3284
2010,Asia,537
2021,Middle East,2695
2024,South America,748
2014,North America,4715
2015,Middle East,5335
2011,Africa,2907
2024,Asia,2037
2023,Asia,1248
2012,Asia,6450
2020,North America,467
2023,Middle East,1287
2024,Asia,3431
2015,Africa,5474
2013,Asia,7179
2018,Asia,6316
2014,Middle East,9972
2013,Middle East,3059
2011,North America,9124
2015,Africa,4962
2019,Asia,6885
2011,Africa,8870
2021,Asia,1229
2022,Africa,9229
2016,Europe,6396
2012,South America,4054
2018,North America,3877
2020,Asia,9111
2014,South America,5369
2017,Europe,5495
2020,Asia,8208
2015,Asia,5356
2023,Asia,213
2021,Middle East,7487
2019,South America,5394
2017,Middle East,9389
2022,Africa,3172
2022,Asia,9150
2020,Asia,6143
2021,Europe,4112
2012,Asia,381
2012,Middle East,1895
2014,North America,8239
2020,Africa,4541
2019,South America,4631
2012,Europe,5195
2017,Asia,8357
2019,Europe,2435
2022,South America,2861
2021,Middle East,3164
2023,Asia,7658
2017,Middle East,7209
2011,Asia,9753
2021,Asia,7660
2013,Europe,6073
2019,Europe,4993
2022,Europe,2395
2010,North America,2789
2013,Asia,1411
2021,Middle East,8634
2022,Asia,3684
2022,South America,3045
2020,Asia,223
2022,Middle East,4676
2013,Africa,1531
2019,Middle East,2360
2018,Asia,4176
2024,North America,367
2012,North America,330
2024,North America,270
2011,South America,4549
2018,Asia,5865
2018,Europe,3889
2010,Middle East,7109
2015,Middle East,7406
2019,North America,1172
2017,South America,1203
2012,South America,1526
2020,Asia,799
2018,Africa,225
2011,North America,2537
2015,Europe,5967
2010,North America,7561
2022,South America,4111
2016,Africa,1813
2012,North America,7698
2016,Europe,9113
2013,Middle East,7862
2018,North America,7573
2014,South America,6577
2012,Middle East,9118
2024,South America,9940
2017,Europe,9309
2015,Asia,2089
2011,South America,6751
2012,Africa,285
2017,Africa,3486
2024,Europe,9999
2019,Africa,7784
2016,Middle East,1072
2019,Asia,8602
2015,North America,8481
2023,Africa,2042
2010,South America,4239
2018,North America,9499
2012,Asia,3389
2023,Asia,5088
2014,Africa,2417
2016,Africa,2933
2024,South America,7721
2016,Asia,2811
2012,Africa,8033
2024,North America,5361
2013,Asia,6840
2019,Middle East,568
2016,Middle East,1827
2017,Asia,6117
2011,Asia,2612
2018,Middle East,9016
2016,South America,2526
2022,Africa,7425
2017,Middle East,9649
2015,Middle East,6249
2015,Middle East,7161
2018,South America,7584
2013,North America,7893
2020,South America,5685
2020,North America,8104
2014,Europe,8393
2018,Asia,3882
2010,Europe,213
2013,Middle East,7118
2016,Asia,1395
2020,Europe,7758
2024,Asia,8178
2018,South America,5058
2024,North America,5201
2023,South America,9080
2022,North America,5618
2020,Middle East,8563
2021,Middle East,4509
2022,Europe,8948
2019,Africa,6089
2015,Middle East,4513
2021,North America,3902
2017,Africa,2412
2022,North America,8654
2018,South America,5962
2019,North America,4530
2013,Africa,9951
2010,Asia,2950
2023,North America,7045
2017,Europe,1229
2011,Asia,7797
2020,Africa,9244
2010,Asia,4936
2022,Asia,4546
2016,North America,1393
2021,Middle East,1683
2019,North America,4999
2018,Middle East,3274
2020,South America,9637
2024,Asia,3842
2021,Middle East,4832
2021,Europe,6294
2018,Africa,1837
2012,Middle East,1170
2015,South America,5723
2016,Europe,6346
2023,Africa,9910
2019,Africa,8580
2018,Africa,2641
2024,South America,5677
2011,Middle East,6186
2017,Africa,1483
2023,Africa,2605
2016,Middle East,539
2013,Europe,9898
2011,Asia,2797
2017,Asia,580
2020,Europe,751
2014,South America,6987
2015,Europe,3669
2023,North America,1910
2020,Africa,4808
2016,South America,7433
2024,North America,8367
2024,South America,1368
2019,Middle East,9142
2010,Africa,5860
2017,South America,4838
2013,Africa,5728
2022,North America,1594
2018,Middle East,8725
2010,Africa,269
2020,South America,1344
2011,Europe,191
2023,South America,9711
2015,South America,278
2020,Europe,8548
2019,Middle East,4559
2020,Europe,4385
2023,Asia,9790
2010,Africa,8072
2013,North America,3322
2017,South America,5191
2024,Asia,4886
2019,Middle East,6074
2014,North America,4878
2022,Europe,3101
2018,Europe,243
2020,North America,4838
2020,Africa,5490
2015,Africa,4131
2010,South America,7916
2015,North America,1942
2015,Europe,8414
2022,North America,6320
2015,Africa,1204
2017,Africa,3562
2024,Asia,8393
2015,Asia,9238
2014,South America,8451
2024,North America,721
2020,Europe,2266
2011,Europe,8476
2013,Africa,3293
2023,South America,1595
2024,Europe,3215
2019,Asia,9424
2014,Africa,3700
2019,North America,6406
2013,North America,1053
2011,Middle East,6768
2016,Middle East,2164
2019,North America,4734
2019,Asia,7389
2011,South America,6123
2010,Europe,3086
2023,Asia,8356
2014,South America,3464
2021,Middle East,237
2022,Europe,701
2010,Africa,4979
2010,Middle East,7019
2024,South America,1795
2010,South America,2259
2015,Europe,6177
2018,Asia,6537
2019,South America,9311
2022,Asia,2111
2020,Europe,4668
2021,Europe,2230
2010,Asia,7513
2014,South America,6584
2024,Asia,5432
2018,Asia,3805
2023,Europe,8236
2018,South America,8645
2010,North America,3523
2017,Europe,6662
2010,Africa,4697
2024,Middle East,722
2017,Middle East,2271
2010,Europe,9904
2021,Europe,4278
2014,Asia,3157
2017,Middle East,8672
2015,Europe,2490
2018,Africa,2236
2010,Asia,6951
2018,Middle East,349
2010,South America,6719
2019,Asia,7819
2019,South America,7416
2012,Europe,5373
2010,Africa,4521
2012,Europe,9477
2021,Europe,7049
2020,Asia,1336
2022,Asia,4047
2011,Europe,958
2011,Africa,5317
2018,South America,4721
2017,North America,7511
2010,Middle East,8504
2021,Asia,1212
2023,Europe,748
2013,North America,2193
2022,Africa,6764
2010,North America,440
2010,North America,7475
2021,South America,245
2021,Africa,9512
2013,Asia,3537
2011,Europe,9149
2012,Asia,9550
2020,Middle East,8872
2018,Middle East,3923
2011,Europe,1778
2013,Africa,9984
2010,Africa,7292
2011,South America,7881
2014,North America,1666
2023,Middle East,252
2019,Europe,871
2024,Europe,1005
2010,South America,3322
2020,Asia,414
2016,Europe,6116
2013,North America,6642
2015,Africa,9937
2017,Africa,302
2022,Europe,8361
2015,South America,5432
2023,Europe,2307
2011,Asia,5841
2010,Africa,138
2017,Africa,3345
2017,Asia,9663
2018,Middle East,7488
2015,South America,900
2021,Europe,1456
2010,Asia,6542
2023,Europe,915
2018,Asia,4402
2021,South America,9961
2022,South America,3705
2024,Asia,6384
2023,South America,6384
2012,Asia,4744
2020,Middle East,1287
2015,Africa,9644
2019,Asia,8616
2022,Middle East,2215
2019,Middle East,6763
2024,Africa,9198
2020,North America,9001
2021,Europe,9808
2023,Asia,8452
2024,Europe,1982
2018,Europe,3825
2020,Africa,5819
2022,South America,6202
2012,Europe,3326
2014,Africa,8235
2022,South America,3499
2023,Europe,184
2014,Middle East,8121
2019,North America,4811
2016,Europe,9392
2013,Middle East,6046
2020,South America,7291
2013,Asia,2512
2016,South America,8329
2018,Middle East,5381
2024,South America,2468
2020,Asia,3093
2013,Middle East,1246
2013,Asia,4332
2015,Middle East,176
2015,Africa,3565
2016,Asia,8842
2024,Asia,184
2010,Africa,9950
2022,Africa,9251
2020,Asia,2557
2023,Europe,7676
2012,Africa,7692
2018,Asia,2536
2015,North America,5435
2015,North America,4468
2014,North America,3384
2020,Africa,8279
2012,Middle East,8618
2020,South America,3187
2014,Middle East,3755
2023,Africa,167
2010,Africa,7267
2012,South America,5072
2013,South America,7518
2014,Europe,162
2019,Europe,9518
2018,Asia,4686
2013,Asia,5669
2012,Europe,3031
2019,Africa,9211
2010,North America,191
2022,Europe,3978
2019,Europe,1196
2015,Europe,265
2016,Middle East,1011
2019,South America,408
2024,Asia,9831
2017,North America,2905
2021,Europe,5529
2010,South America,1448
2021,Europe,3805
2013,Asia,1931
2020,Africa,4496
2014,Asia,4007
2011,Europe,4938
2010,North America,3688
2017,North America,3786
2015,North America,3321
2014,Asia,3865
2022,South America,6975
2018,Middle East,1563
2022,Asia,6452
2020,Middle East,8174
2022,Asia,1505
2020,Middle East,5637
2011,South America,2557
2019,Europe,8754
2021,South America,4493
2017,Africa,9991
2020,Asia,5734
2023,Europe,4267
2019,Middle East,9561
2022,North America,5729
2018,Europe,7852
2010,North America,3061
2016,Europe,5684
2017,Middle East,9097
2012,Asia,4120
2023,South America,1519
2013,North America,3064
2022,South America,8527
2012,North America,3030
2016,Europe,4853
2018,South America,6312
2012,North America,2436
2022,Europe,3661
2015,South America,5325
2017,South America,9820
2015,North America,7200
2011,Europe,6668
2022,North America,3021
2016,Middle East,6862
2011,Europe,8616
2011,Asia,3289
2011,Asia,3280
2020,South America,7232
2024,Asia,4119
2010,North America,4184
2023,Europe,3920
2020,North America,1848
2010,South America,1835
2023,South America,5414
2016,South America,9936
2024,Europe,487
2022,Europe,6887
2023,Africa,2812
2023,Middle East,2833
2024,Africa,705
2023,Europe,1285
2021,North America,3732
2014,South America,9045
2020,Middle East,2954
2012,Middle East,5464
2010,North America,5270
2020,South America,789
2019,Europe,8655
2015,South America,2755
2020,South America,3963
2010,South America,5002
2018,North America,2348
2011,Middle East,6808
2010,Africa,6003
2024,Africa,383
2021,Europe,8431
2016,Africa,7463
2015,Middle East,194
2015,Europe,7207
2023,Africa,9774
2014,Middle East,1126
2020,North America,2107
2013,Middle East,4157
2020,North America,1258
2013,Middle East,7659
2012,South America,572
2019,Africa,2236
2017,Middle East,3943
2016,Africa,9256
2018,Asia,3252
2010,Europe,5901
2016,South America,5179
2019,North America,1117
2013,Asia,8074
2016,Africa,9197
2022,South America,1802
2021,South America,1873
2010,Europe,6950
2014,Asia,1360
2012,Asia,4561
2014,South America,7613
2013,Africa,7278
2011,North America,1487
2020,Africa,7662
2013,South America,4271
2012,Europe,8863
2022,Asia,9854
2010,South America,1061
2021,Europe,867
2019,Middle East,1020
2017,Africa,6075
2024,Africa,1854
2014,Middle East,6467
2013,North America,6684
2019,Middle East,774
2021,Middle East,6240
2014,North America,5756
2013,Africa,7576
2012,Africa,4419
2014,North America,3936
2013,Europe,7145
2024,South America,2634
2010,South America,5448
2021,Africa,9884
2012,South America,7130
2019,South America,2778
2024,North America,4311
2019,Africa,8601
2017,Europe,6635
2016,Europe,4843
2011,Africa,6080
2010,South America,9206
2012,North America,944
2014,Middle East,4960
2019,North America,9808
2024,Africa,3843
2020,Africa,9985
2021,South America,2709
2010,North America,4970
2012,Middle East,8689
2012,North America,292
2014,North America,7780
2012,Middle East,8540
2022,North America,3241
2018,South America,7082
2010,North America,2389
2013,Asia,9123
2022,Africa,1709
2022,Asia,4031
2019,Europe,6141
2019,North America,5115
2013,Middle East,7249
2010,South America,5507
2023,Africa,2779
2011,Middle East,5032
2020,South America,9374
2010,South America,9210
2015,Asia,7969
2012,Asia,5516
2016,Africa,9334
2014,Africa,688
2018,South America,6257
2016,Asia,6446
2013,North America,3468
2014,Europe,3074
2014,North America,5391
2020,South America,8203
2024,North America,4870
2014,South America,6923
2019,South America,5523
2018,North America,5956
2019,North America,2523
2012,North America,3693
2015,Europe,6699
2017,Europe,9971
2020,Middle East,2413
2018,North America,7368
2022,South America,6522
2024,South America,841
2016,Asia,6572
2021,Asia,6601
2012,Asia,3311
2010,Asia,5375
2013,Middle East,5025
2022,Europe,5705
2015,North America,1025
2012,Africa,9473
2023,North America,2058
2010,North America,149
2015,South America,7094
2023,Middle East,1243
2010,Middle East,7980
2018,South America,7142
2020,South America,8430
2023,Asia,1474
2021,North America,3088
2010,Asia,4307
2022,Europe,1111
2015,South America,6877
2010,North America,2942
2021,Europe,4554
2016,Middle East,8647
2012,Europe,2129
2015,Africa,3039
2016,Asia,6042
2010,Europe,1722
2010,Middle East,7157
2022,Middle East,8774
2014,Asia,4489
2015,Europe,3137
2024,South America,5676
2024,Europe,8816
2018,Asia,517
2023,South America,6590
2010,North America,5354
2022,Europe,3507
2013,Europe,734
2019,Africa,2244
2017,Africa,8317
2019,Middle East,3332
2018,Africa,6768
2024,Middle East,9865
2022,North America,6850
2012,Europe,6839
2020,Africa,6624
2011,Africa,7549
