Model,Year,Sales_Volume
X6,2024,5201
X1,2017,3220
i3,2019,2578
i3,2013,357
X6,2014,362
X5,2021,9804
i8,2013,4640
X1,2023,1412
i8,2015,251
X5,2021,6403
7 Series,2012,8538
X3,2017,1698
7 Series,2015,3314
i3,2019,4804
i3,2014,9650
i3,2022,8570
5 Series,2024,2039
M3,2011,5206
5 Series,2019,1898
X3,2019,346
3 Series,2016,9748
5 Series,2011,3674
X6,2010,4133
5 Series,2016,9119
3 Series,2014,1002
X1,2010,3611
X1,2024,7887
X3,2013,512
X1,2021,9969
5 Series,2022,5899
3 Series,2013,2137
7 Series,2019,8933
X6,2016,6420
M3,2018,6605
5 Series,2011,2116
7 Series,2021,7696
X5,2023,7460
7 Series,2010,356
7 Series,2011,6462
X6,2016,1974
7 Series,2022,103
7 Series,2019,2780
M3,2015,8805
X6,2013,6492
X3,2010,4330
M3,2022,6607
i3,2010,6901
7 Series,2014,5194
i3,2024,8043
X5,2010,9909
X3,2021,5821
i8,2024,4910
M5,2016,4765
5 Series,2022,161
X6,2020,8293
X5,2010,7553
5 Series,2010,7743
7 Series,2011,1904
M5,2022,8690
M3,2023,6818
7 Series,2020,1662
3 Series,2021,1722
X6,2019,7780
X1,2012,2986
i8,2022,2027
i3,2020,3000
X3,2024,6429
5 Series,2010,9740
i3,2024,5986
X1,2018,8632
X5,2019,6621
X3,2017,6774
X3,2014,7249
3 Series,2022,4809
X5,2020,7334
3 Series,2011,8486
M3,2014,2831
X1,2015,5311
M5,2023,4299
5 Series,2024,6463
X3,2010,3485
X5,2020,4061
M5,2013,6610
3 Series,2018,9741
M5,2011,5679
7 Series,2014,6409
X5,2010,604
3 Series,2013,9364
M5,2013,597
7 Series,2015,8046
X6,2019,5659
M5,2018,986
5 Series,2012,2788
i8,2018,4447
i3,2015,8103
M3,2016,2961
i3,2021,2325
X5,2019,3933
X3,2011,2947
X3,2020,3944
X5,2019,1824
3 Series,2023,5095
X3,2015,3152
i3,2015,7566
X1,2011,6675
X1,2011,3140
X6,2023,290
X1,2011,4075
X3,2019,3672
M3,2021,6916
M5,2010,7125
3 Series,2014,2807
5 Series,2017,5445
i3,2011,3244
i3,2022,8563
X6,2024,2390
M3,2014,1883
M3,2021,5165
i3,2017,4567
i3,2019,7935
M3,2023,6933
M3,2014,942
i8,2011,190
M3,2012,5209
i3,2024,923
X5,2015,9273
i8,2020,765
7 Series,2020,2177
i3,2014,1937
X6,2020,9050
5 Series,2013,6968
7 Series,2013,849
X3,2014,8623
M5,2011,9522
X6,2018,7989
X6,2011,4544
M3,2019,9981
5 Series,2011,3577
i3,2019,4734
3 Series,2023,1376
X5,2018,3488
i8,2023,4597
3 Series,2012,1004
X6,2024,2184
i3,2019,8309
i8,2016,1110
X5,2013,4481
X6,2022,1649
X5,2022,7477
X5,2015,1412
X3,2023,1685
i8,2013,6131
5 Series,2019,2282
i8,2024,4322
X3,2016,8478
3 Series,2010,5706
X5,2012,7782
X3,2022,3613
X5,2012,8086
X6,2010,8729
X3,2015,2340
X1,2024,3728
i3,2022,260
X1,2020,6603
X5,2023,864
M5,2018,3995
5 Series,2017,7678
X3,2020,4648
5 Series,2016,1043
X5,2019,9728
X1,2017,7487
i8,2015,3374
i8,2018,3457
X3,2012,1211
X6,2024,4888
X1,2019,3389
3 Series,2019,2469
M3,2018,858
X1,2013,6373
i8,2016,5341
7 Series,2024,3178
X5,2022,926
X6,2018,2865
X6,2011,6698
i3,2011,1799
3 Series,2018,9238
i3,2021,4163
M5,2022,9583
M3,2012,6750
M3,2018,2406
7 Series,2022,1207
7 Series,2024,7340
i8,2014,3279
7 Series,2015,6053
X1,2011,3004
i8,2017,335
X6,2020,1948
i3,2018,8998
i8,2011,4648
5 Series,2015,2228
i8,2015,3003
i3,2017,1174
X1,2019,3818
X6,2021,6258
X6,2014,880
i3,2018,2926
X6,2010,9251
5 Series,2018,2027
X6,2019,388
5 Series,2016,1534
X1,2013,9747
7 Series,2012,1671
7 Series,2023,9592
M3,2019,6739
M3,2024,3911
M3,2020,4853
X1,2023,9585
7 Series,2015,8637
X6,2021,7881
3 Series,2022,5059
X3,2010,3282
X3,2012,7768
X6,2011,4263
3 Series,2020,2284
i8,2022,7788
i8,2018,5780
X6,2012,2325
5 Series,2022,5333
i3,2011,4350
X6,2013,3500
X5,2024,2432
X1,2023,6597
3 Series,2011,656
M5,2010,309
M5,2015,4884
M5,2024,4852
X5,2019,2594
M3,2017,7467
X3,2019,142
X3,2019,4053
3 Series,2011,1750
5 Series,2023,6435
X1,2018,4156
3 Series,2024,9350
X3,2022,5432
X3,2012,4080
3 Series,2017,9995
i8,2021,1716
X5,2017,1680
M5,2024,6789
X6,2012,368
X6,2012,242
7 Series,2021,6197
3 Series,2024,4078
i8,2015,3215
5 Series,2010,9575
3 Series,2013,7812
5 Series,2010,3730
M5,2023,5723
i8,2012,2370
X1,2018,4283
X5,2023,4395
X1,2023,9624
X3,2014,2756
X6,2021,8564
M3,2014,3493
7 Series,2020,2304
5 Series,2013,9384
7 Series,2012,6987
5 Series,2014,7512
M5,2024,9239
M3,2023,1104
M5,2020,3317
M3,2013,8878
X3,2017,9215
i3,2013,3965
X1,2020,3095
i8,2021,6947
X6,2017,8671
3 Series,2015,9465
5 Series,2024,9167
i3,2023,2344
i3,2021,6801
i8,2020,6097
X3,2014,4293
5 Series,2013,9104
7 Series,2013,3281
X1,2021,6872
5 Series,2013,9047
X3,2020,7838
7 Series,2022,6790
5 Series,2022,1329
M3,2018,9376
M3,2013,7881
i3,2021,9196
3 Series,2018,7240
X1,2022,783
i3,2019,4239
3 Series,2015,6689
X3,2019,8082
5 Series,2022,8606
X3,2016,6404
X3,2021,2723
X6,2019,6724
X6,2012,9342
M3,2017,370
X1,2012,1793
X3,2010,422
5 Series,2022,2757
i8,2022,1889
7 Series,2019,732
7 Series,2021,115
i8,2014,6588
3 Series,2011,1902
i3,2019,3132
X3,2023,806
3 Series,2015,8413
M5,2022,4855
X5,2019,1874
7 Series,2018,5035
M5,2010,8273
X1,2023,9482
7 Series,2022,3930
M5,2013,1816
X6,2024,8875
7 Series,2010,779
M3,2010,7451
7 Series,2017,6942
M3,2023,5676
M3,2023,7468
i3,2022,5270
i3,2023,8895
7 Series,2020,5878
X6,2024,7571
X3,2011,8447
X6,2010,8733
i8,2020,5743
7 Series,2017,8290
X3,2013,2209
i3,2012,5234
i8,2022,2022
i8,2021,9451
X3,2013,7641
i8,2023,2662
3 Series,2020,7809
X3,2014,6724
X5,2010,9607
7 Series,2024,4614
X1,2023,7475
i8,2020,7853
i8,2010,1551
i8,2012,8164
M5,2015,3715
X3,2010,1291
X3,2023,5865
X1,2020,4648
3 Series,2021,9292
M3,2024,325
X5,2011,9801
X6,2024,6403
7 Series,2021,2145
i8,2023,5700
7 Series,2016,3102
3 Series,2023,2139
M3,2023,3084
X1,2010,7388
i3,2022,6966
X6,2023,7346
i8,2024,3821
i8,2016,141
7 Series,2024,8246
5 Series,2013,6216
X6,2019,5413
3 Series,2023,558
i8,2015,4941
i8,2023,6424
i8,2017,4648
i8,2018,7366
X6,2015,1022
X1,2021,4609
7 Series,2020,3046
M5,2022,8009
X6,2024,4951
7 Series,2023,3067
i8,2018,9576
7 Series,2013,8816
X6,2015,6542
5 Series,2017,9146
i3,2018,783
X1,2012,9457
X1,2011,7539
X1,2015,6410
X5,2013,9741
i8,2010,755
X6,2017,617
i8,2018,1132
7 Series,2023,3199
X1,2018,2085
5 Series,2011,5856
M5,2018,7886
X6,2016,2526
X6,2014,3275
3 Series,2016,1534
M5,2022,7986
i8,2018,8204
X1,2017,4697
3 Series,2015,5717
7 Series,2022,6416
3 Series,2013,3440
M3,2022,3942
i8,2024,8148
7 Series,2010,8558
i3,2015,2166
M3,2012,1113
i3,2015,7854
M3,2015,2481
7 Series,2023,554
M5,2013,1091
7 Series,2011,1235
i8,2024,9857
i8,2018,6607
3 Series,2011,2003
3 Series,2012,8868
7 Series,2019,5098
i8,2010,4199
i3,2016,2712
7 Series,2024,7631
i8,2010,431
M3,2020,5961
X3,2018,1838
i3,2020,1365
M5,2020,7312
i8,2010,7618
i3,2014,3411
X3,2016,8504
X1,2012,5378
i8,2018,2515
i8,2017,2707
X5,2022,9089
X6,2024,8236
X6,2012,5972
M3,2024,9156
i8,2014,8603
X5,2016,9077
3 Series,2021,207
7 Series,2023,3563
i8,2013,4889
X5,2014,4637
i8,2012,2617
7 Series,2018,3719
X5,2019,3041
X3,2018,897
X3,2016,2937
X6,2019,9303
5 Series,2011,4289
5 Series,2016,2285
X1,2016,3216
3 Series,2020,1125
5 Series,2014,8193
3 Series,2018,1017
7 Series,2022,650
X3,2021,6631
X1,2020,848
X3,2012,9351
X5,2013,5791
X1,2010,771
3 Series,2015,4234
3 Series,2013,4534
M5,2010,1107
M5,2011,5118
i8,2024,6544
3 Series,2012,7785
X3,2018,2622
7 Series,2022,2226
M5,2017,7791
X5,2016,2620
7 Series,2022,7507
7 Series,2024,5460
i8,2020,8895
M3,2021,7450
i3,2023,6223
X1,2013,9502
5 Series,2010,7778
M3,2017,9288
7 Series,2013,9347
i3,2012,7499
i3,2018,5641
X5,2019,1806
M5,2013,8747
5 Series,2013,5252
M3,2023,5551
3 Series,2018,7625
i8,2022,4166
7 Series,2021,5754
5 Series,2020,996
X1,2021,2798
i3,2023,9031
X1,2011,358
M5,2023,8317
M5,2021,3998
X3,2014,8939
i8,2024,4733
7 Series,2013,6992
M3,2018,2484
X3,2021,2259
X3,2014,3202
X1,2018,7441
i3,2020,7088
X1,2018,454
M5,2023,9773
X3,2011,9584
X1,2023,4324
M3,2024,2929
i8,2018,7247
7 Series,2012,4899
i3,2013,2295
i8,2010,8234
3 Series,2023,4199
3 Series,2010,8815
X5,2010,9053
X5,2018,9743
i3,2020,9488
X5,2017,9790
3 Series,2014,251
5 Series,2014,2995
X5,2018,8254
X1,2012,1343
7 Series,2012,2468
X1,2016,529
i8,2018,1714
i8,2015,9666
i8,2023,4657
X5,2011,7622
X5,2010,6871
X3,2011,2360
3 Series,2023,1481
X3,2023,730
i3,2010,1234
X6,2019,3440
X3,2019,4396
3 Series,2018,7341
5 Series,2024,6143
7 Series,2019,6144
i3,2024,2405
M5,2021,9509
5 Series,2023,8591
M3,2022,3417
X5,2017,8181
3 Series,2024,9402
X1,2016,7419
X5,2024,7718
M5,2012,4566
5 Series,2017,6979
X6,2011,1981
X6,2011,9415
X1,2020,2525
X1,2019,2323
5 Series,2012,5360
i8,2016,8792
5 Series,2010,7129
M3,2017,2690
M3,2021,7186
X6,2016,4300
X5,2013,9654
X5,2023,5820
X6,2024,9670
7 Series,2014,5840
3 Series,2019,6921
X3,2022,5044
M3,2010,6541
M3,2013,7181
X6,2024,4998
X5,2010,4281
3 Series,2010,3571
X1,2019,6087
i8,2010,2116
X5,2016,8537
i3,2016,383
i8,2013,2276
3 Series,2024,852
X1,2022,8872
7 Series,2021,9018
X5,2011,1156
X5,2021,385
M5,2012,6483
i3,2017,3829
X5,2022,9462
7 Series,2017,993
X6,2020,400
7 Series,2020,3632
i3,2015,4813
X1,2024,8783
7 Series,2019,6604
7 Series,2018,8065
M5,2020,9290
X3,2021,2215
i3,2018,6952
3 Series,2013,9427
5 Series,2021,5623
X5,2010,2726
X3,2010,1530
X1,2024,6274
i3,2021,8037
X5,2019,7847
3 Series,2024,9404
X3,2014,4450
X5,2023,488
M5,2022,716
X3,2011,9419
X3,2024,5507
X1,2015,6154
7 Series,2016,9810
7 Series,2010,8192
i3,2015,1441
5 Series,2017,8102
M3,2021,211
X3,2014,8355
5 Series,2023,6360
i8,2021,6220
i8,2016,4037
M3,2019,4418
5 Series,2015,1287
X5,2013,2652
M5,2024,964
7 Series,2024,244
7 Series,2016,7117
X3,2019,1000
5 Series,2018,4046
i3,2019,8978
i8,2019,9942
M5,2022,8417
X1,2016,5210
3 Series,2021,805
M5,2023,5756
X1,2014,9360
X1,2016,7898
7 Series,2012,7439
7 Series,2011,6491
7 Series,2020,9356
X3,2024,3921
X3,2014,5458
5 Series,2013,3578
i8,2014,4551
M3,2017,3806
X6,2021,6488
X1,2013,6257
M5,2024,4031
X5,2018,5296
X3,2016,6502
X5,2019,3630
3 Series,2022,3027
5 Series,2021,6258
i3,2016,5459
i3,2024,6063
X3,2022,9674
i8,2022,7327
X5,2017,3005
5 Series,2021,8557
7 Series,2015,9675
M3,2017,3121
5 Series,2012,7706
X3,2019,6068
i3,2019,7575
X6,2023,362
3 Series,2010,9251
M3,2015,8909
M3,2010,4368
7 Series,2018,8606
M5,2023,1956
i8,2011,5131
3 Series,2020,3175
i8,2011,3421
X5,2016,2235
i3,2011,6543
X1,2019,2001
X5,2017,700
3 Series,2015,399
M5,2023,5455
7 Series,2016,3571
X5,2016,1874
3 Series,2015,3039
M3,2019,6332
i3,2020,1228
5 Series,2018,4479
7 Series,2022,8035
X3,2018,3445
M5,2024,3749
X5,2016,2420
M5,2018,5639
i8,2022,7141
X5,2019,6094
X3,2012,6544
3 Series,2012,7331
X6,2010,9481
i3,2014,882
X1,2024,9077
M5,2013,2122
M3,2011,5383
i3,2018,5489
3 Series,2012,4028
X5,2024,3386
3 Series,2017,8340
i8,2015,5747
X5,2023,8963
X5,2022,5254
M5,2014,5060
X3,2010,4974
5 Series,2013,4091
i8,2012,3284
i8,2010,537
7 Series,2021,2695
X1,2024,748
X6,2014,4715
3 Series,2015,5335
X6,2011,2907
X5,2024,2037
i8,2023,1248
i3,2012,6450
7 Series,2020,467
i3,2023,1287
X1,2024,3431
M5,2015,5474
7 Series,2013,7179
M5,2018,6316
X1,2014,9972
X3,2013,3059
X3,2011,9124
X3,2015,4962
i3,2019,6885
5 Series,2011,8870
X5,2021,1229
5 Series,2022,9229
X3,2016,6396
3 Series,2012,4054
X3,2018,3877
i8,2020,9111
X1,2014,5369
5 Series,2017,5495
X3,2020,8208
M5,2015,5356
i3,2023,213
i8,2021,7487
X1,2019,5394
M3,2017,9389
7 Series,2022,3172
X5,2022,9150
X1,2020,6143
i8,2021,4112
X6,2012,381
5 Series,2012,1895
5 Series,2014,8239
X1,2020,4541
3 Series,2019,4631
i3,2012,5195
M3,2017,8357
5 Series,2019,2435
X5,2022,2861
3 Series,2021,3164
M3,2023,7658
3 Series,2017,7209
X1,2011,9753
X3,2021,7660
7 Series,2013,6073
X3,2019,4993
5 Series,2022,2395
i3,2010,2789
i8,2013,1411
M5,2021,8634
7 Series,2022,3684
X3,2022,3045
i3,2020,223
X5,2022,4676
X1,2013,1531
7 Series,2019,2360
3 Series,2018,4176
X3,2024,367
i8,2012,330
3 Series,2024,270
i3,2011,4549
M3,2018,5865
M5,2018,3889
X1,2010,7109
7 Series,2015,7406
M3,2019,1172
M5,2017,1203
3 Series,2012,1526
5 Series,2020,799
7 Series,2018,225
X3,2011,2537
M3,2015,5967
X3,2010,7561
M5,2022,4111
X1,2016,1813
i8,2012,7698
M5,2016,9113
i3,2013,7862
X3,2018,7573
3 Series,2014,6577
M5,2012,9118
M3,2024,9940
M3,2017,9309
M3,2015,2089
7 Series,2011,6751
M3,2012,285
X5,2017,3486
7 Series,2024,9999
M3,2019,7784
X1,2016,1072
X3,2019,8602
X5,2015,8481
i3,2023,2042
X1,2010,4239
i8,2018,9499
M3,2012,3389
i8,2023,5088
i3,2014,2417
7 Series,2016,2933
5 Series,2024,7721
X6,2016,2811
i8,2012,8033
M5,2024,5361
7 Series,2013,6840
i3,2019,568
X3,2016,1827
i3,2017,6117
5 Series,2011,2612
i3,2018,9016
X3,2016,2526
X6,2022,7425
7 Series,2017,9649
M3,2015,6249
5 Series,2015,7161
X6,2018,7584
7 Series,2013,7893
3 Series,2020,5685
X6,2020,8104
7 Series,2014,8393
M3,2018,3882
X3,2010,213
i3,2013,7118
X5,2016,1395
M3,2020,7758
3 Series,2024,8178
M5,2018,5058
7 Series,2024,5201
X6,2023,9080
M3,2022,5618
X5,2020,8563
i3,2021,4509
M3,2022,8948
X5,2019,6089
5 Series,2015,4513
X6,2021,3902
3 Series,2017,2412
i8,2022,8654
X5,2018,5962
X3,2019,4530
X6,2013,9951
5 Series,2010,2950
X3,2023,7045
X3,2017,1229
i3,2011,7797
7 Series,2020,9244
5 Series,2010,4936
i8,2022,4546
i3,2016,1393
3 Series,2021,1683
X1,2019,4999
X3,2018,3274
5 Series,2020,9637
7 Series,2024,3842
7 Series,2021,4832
X6,2021,6294
M3,2018,1837
3 Series,2012,1170
M5,2015,5723
X3,2016,6346
X5,2023,9910
3 Series,2019,8580
5 Series,2018,2641
X6,2024,5677
7 Series,2011,6186
3 Series,2017,1483
X5,2023,2605
i3,2016,539
X3,2013,9898
7 Series,2011,2797
5 Series,2017,580
7 Series,2020,751
M3,2014,6987
M3,2015,3669
3 Series,2023,1910
M3,2020,4808
X3,2016,7433
i8,2024,8367
7 Series,2024,1368
M3,2019,9142
5 Series,2010,5860
i3,2017,4838
i3,2013,5728
3 Series,2022,1594
3 Series,2018,8725
X6,2010,269
5 Series,2020,1344
X1,2011,191
X3,2023,9711
i3,2015,278
X6,2020,8548
i3,2019,4559
X3,2020,4385
M3,2023,9790
3 Series,2010,8072
X3,2013,3322
X1,2017,5191
5 Series,2024,4886
i8,2019,6074
X5,2014,4878
X5,2022,3101
X3,2018,243
M3,2020,4838
X6,2020,5490
7 Series,2015,4131
X5,2010,7916
X5,2015,1942
7 Series,2015,8414
i3,2022,6320
3 Series,2015,1204
M5,2017,3562
X1,2024,8393
X5,2015,9238
M3,2014,8451
M5,2024,721
i3,2020,2266
7 Series,2011,8476
i8,2013,3293
7 Series,2023,1595
M3,2024,3215
X5,2019,9424
3 Series,2014,3700
X6,2019,6406
3 Series,2013,1053
i8,2011,6768
X1,2016,2164
7 Series,2019,4734
3 Series,2019,7389
5 Series,2011,6123
M5,2010,3086
7 Series,2023,8356
7 Series,2014,3464
i3,2021,237
7 Series,2022,701
X5,2010,4979
5 Series,2010,7019
X1,2024,1795
X5,2010,2259
X3,2015,6177
i3,2018,6537
X5,2019,9311
X5,2022,2111
i3,2020,4668
X1,2021,2230
X3,2010,7513
M3,2014,6584
7 Series,2024,5432
5 Series,2018,3805
5 Series,2023,8236
3 Series,2018,8645
X6,2010,3523
3 Series,2017,6662
i3,2010,4697
X6,2024,722
i8,2017,2271
i8,2010,9904
5 Series,2021,4278
M3,2014,3157
7 Series,2017,8672
3 Series,2015,2490
5 Series,2018,2236
5 Series,2010,6951
5 Series,2018,349
i8,2010,6719
5 Series,2019,7819
X1,2019,7416
7 Series,2012,5373
X1,2010,4521
M5,2012,9477
X3,2021,7049
M5,2020,1336
7 Series,2022,4047
i8,2011,958
M3,2011,5317
X1,2018,4721
3 Series,2017,7511
X6,2010,8504
i3,2021,1212
X6,2023,748
M3,2013,2193
X3,2022,6764
X5,2010,440
X5,2010,7475
i8,2021,245
i8,2021,9512
X5,2013,3537
X5,2011,9149
M3,2012,9550
5 Series,2020,8872
X5,2018,3923
M5,2011,1778
X6,2013,9984
5 Series,2010,7292
X3,2011,7881
X5,2014,1666
X6,2023,252
M3,2019,871
X3,2024,1005
X3,2010,3322
5 Series,2020,414
M3,2016,6116
X1,2013,6642
X5,2015,9937
M5,2017,302
i8,2022,8361
i3,2015,5432
X3,2023,2307
7 Series,2011,5841
M5,2010,138
M3,2017,3345
X6,2017,9663
X6,2018,7488
X3,2015,900
7 Series,2021,1456
M5,2010,6542
X6,2023,915
M3,2018,4402
5 Series,2021,9961
3 Series,2022,3705
M3,2024,6384
M3,2023,6384
X1,2012,4744
3 Series,2020,1287
3 Series,2015,9644
X3,2019,8616
X5,2022,2215
M3,2019,6763
3 Series,2024,9198
i8,2020,9001
X6,2021,9808
M3,2023,8452
X3,2024,1982
5 Series,2018,3825
7 Series,2020,5819
7 Series,2022,6202
X3,2012,3326
i3,2014,8235
M5,2022,3499
i8,2023,184
3 Series,2014,8121
M5,2019,4811
M3,2016,9392
X3,2013,6046
X1,2020,7291
5 Series,2013,2512
X3,2016,8329
X6,2018,5381
i8,2024,2468
X1,2020,3093
M5,2013,1246
X1,2013,4332
5 Series,2015,176
X1,2015,3565
X3,2016,8842
M5,2024,184
7 Series,2010,9950
i3,2022,9251
i8,2020,2557
X1,2023,7676
3 Series,2012,7692
X3,2018,2536
7 Series,2015,5435
X6,2015,4468
M3,2014,3384
3 Series,2020,8279
X3,2012,8618
i8,2020,3187
3 Series,2014,3755
X1,2023,167
M3,2010,7267
5 Series,2012,5072
7 Series,2013,7518
X6,2014,162
M5,2019,9518
7 Series,2018,4686
i3,2013,5669
M3,2012,3031
X3,2019,9211
i8,2010,191
X5,2022,3978
X1,2019,1196
i8,2015,265
5 Series,2016,1011
3 Series,2019,408
3 Series,2024,9831
X5,2017,2905
7 Series,2021,5529
X6,2010,1448
3 Series,2021,3805
M3,2013,1931
M5,2020,4496
X1,2014,4007
5 Series,2011,4938
X6,2010,3688
5 Series,2017,3786
3 Series,2015,3321
i3,2014,3865
i3,2022,6975
i8,2018,1563
X3,2022,6452
X6,2020,8174
3 Series,2022,1505
3 Series,2020,5637
X1,2011,2557
X5,2019,8754
7 Series,2021,4493
X6,2017,9991
7 Series,2020,5734
X6,2023,4267
5 Series,2019,9561
3 Series,2022,5729
M5,2018,7852
i3,2010,3061
M3,2016,5684
M5,2017,9097
i8,2012,4120
7 Series,2023,1519
M3,2013,3064
M5,2022,8527
X5,2012,3030
M5,2016,4853
X6,2018,6312
5 Series,2012,2436
X1,2022,3661
X3,2015,5325
5 Series,2017,9820
M3,2015,7200
7 Series,2011,6668
i3,2022,3021
X1,2016,6862
M3,2011,8616
X3,2011,3289
i3,2011,3280
M3,2020,7232
X5,2024,4119
i8,2010,4184
M5,2023,3920
5 Series,2020,1848
X1,2010,1835
X6,2023,5414
5 Series,2016,9936
M3,2024,487
i8,2022,6887
i8,2023,2812
X1,2023,2833
i8,2024,705
M3,2023,1285
5 Series,2021,3732
M3,2014,9045
M3,2020,2954
X3,2012,5464
X5,2010,5270
X5,2020,789
X5,2019,8655
X3,2015,2755
X3,2020,3963
X1,2010,5002
X6,2018,2348
X6,2011,6808
i3,2010,6003
X3,2024,383
X6,2021,8431
i3,2016,7463
7 Series,2015,194
i8,2015,7207
i8,2023,9774
3 Series,2014,1126
X3,2020,2107
X6,2013,4157
5 Series,2020,1258
X1,2013,7659
M3,2012,572
i8,2019,2236
7 Series,2017,3943
M3,2016,9256
i3,2018,3252
i8,2010,5901
X6,2016,5179
X3,2019,1117
M5,2013,8074
i3,2016,9197
i8,2022,1802
X5,2021,1873
i8,2010,6950
X3,2014,1360
i8,2012,4561
3 Series,2014,7613
X3,2013,7278
i3,2011,1487
i3,2020,7662
3 Series,2013,4271
i8,2012,8863
7 Series,2022,9854
M3,2010,1061
M5,2021,867
M5,2019,1020
i3,2017,6075
X1,2024,1854
X3,2014,6467
X1,2013,6684
X1,2019,774
7 Series,2021,6240
i8,2014,5756
3 Series,2013,7576
M3,2012,4419
X3,2014,3936
X6,2013,7145
5 Series,2024,2634
i8,2010,5448
X1,2021,9884
X6,2012,7130
X1,2019,2778
5 Series,2024,4311
3 Series,2019,8601
i3,2017,6635
7 Series,2016,4843
3 Series,2011,6080
X5,2010,9206
5 Series,2012,944
X3,2014,4960
7 Series,2019,9808
X1,2024,3843
M5,2020,9985
M5,2021,2709
M3,2010,4970
i3,2012,8689
3 Series,2012,292
M3,2014,7780
X3,2012,8540
5 Series,2022,3241
M3,2018,7082
7 Series,2010,2389
M5,2013,9123
3 Series,2022,1709
X1,2022,4031
M5,2019,6141
X3,2019,5115
M5,2013,7249
X1,2010,5507
X1,2023,2779
5 Series,2011,5032
X3,2020,9374
7 Series,2010,9210
X1,2015,7969
X6,2012,5516
X3,2016,9334
7 Series,2014,688
X6,2018,6257
5 Series,2016,6446
i3,2013,3468
M5,2014,3074
X5,2014,5391
M3,2020,8203
M5,2024,4870
7 Series,2014,6923
5 Series,2019,5523
i8,2018,5956
X1,2019,2523
X6,2012,3693
7 Series,2015,6699
5 Series,2017,9971
X6,2020,2413
3 Series,2018,7368
M3,2022,6522
5 Series,2024,841
i3,2016,6572
i8,2021,6601
X5,2012,3311
M5,2010,5375
i8,2013,5025
X1,2022,5705
7 Series,2015,1025
X6,2012,9473
3 Series,2023,2058
M5,2010,149
X5,2015,7094
5 Series,2023,1243
5 Series,2010,7980
5 Series,2018,7142
X6,2020,8430
7 Series,2023,1474
X5,2021,3088
X5,2010,4307
i3,2022,1111
i3,2015,6877
X1,2010,2942
X1,2021,4554
M5,2016,8647
X6,2012,2129
X3,2015,3039
X3,2016,6042
X3,2010,1722
i3,2010,7157
3 Series,2022,8774
M3,2014,4489
3 Series,2015,3137
X5,2024,5676
M5,2024,8816
i3,2018,517
i8,2023,6590
3 Series,2010,5354
5 Series,2022,3507
5 Series,2013,734
7 Series,2019,2244
M5,2017,8317
i3,2019,3332
7 Series,2018,6768
i3,2024,9865
X5,2022,6850
X1,2012,6839
X5,2020,6624
i8,2011,7549
7 Series,2013,930
5 Series,2011,6746
X3,2010,7989
X5,2021,7481
M5,2012,983
X6,2016,931
X6,2022,9171
7 Series,2022,8322
X1,2010,2205
X5,2011,121
5 Series,2010,4381
i3,2017,925
M3,2014,4242
X5,2017,1840
i8,2012,9457
X3,2022,3988
X3,2021,3229
i3,2016,618
X6,2017,2195
X6,2024,4381
M5,2015,3266
X5,2022,9132
M5,2022,9874
X6,2016,9027
X6,2023,2129
X6,2021,2341
7 Series,2011,1300
3 Series,2017,1898
3 Series,2014,6177
X5,2016,245
i3,2010,8638
i3,2014,1861
M5,2010,6508
X1,2021,4776
5 Series,2022,8222
M3,2017,2782
i8,2024,688
3 Series,2013,3559
M3,2013,6865
i8,2011,2525
X1,2014,4105
M5,2010,4379
X1,2018,9609
X3,2014,240
M3,2015,4746
X5,2011,2130
X5,2019,699
X6,2019,5761
M3,2010,3333
5 Series,2013,1267
3 Series,2016,3084
X6,2015,7034
M5,2019,8876
X3,2010,1300
X5,2010,6489
X3,2017,7507
i3,2013,2190
7 Series,2014,1939
3 Series,2022,1617
3 Series,2016,1177
5 Series,2017,8275
5 Series,2024,4915
X1,2019,2921
X6,2016,9485
7 Series,2011,7408
5 Series,2023,5270
X6,2024,1085
7 Series,2013,8561
M5,2019,6368
X1,2021,8417
5 Series,2010,9344
X3,2019,2036
M3,2018,9101
M3,2012,1542
M5,2021,6045
M3,2012,1239
X6,2019,1599
3 Series,2018,155
M3,2019,8482
X3,2012,3364
M3,2017,509
5 Series,2011,2194
M3,2023,6079
7 Series,2022,6059
i8,2012,3078
X1,2011,9544
i3,2010,5096
7 Series,2011,9092
7 Series,2017,5452
M5,2018,6328
X5,2022,7125
M5,2011,7461
M3,2016,7722
X5,2024,7004
3 Series,2014,1784
M3,2012,3205
5 Series,2018,9543
M3,2024,2279
M3,2015,5580
i8,2020,6587
3 Series,2010,5883
X6,2014,248
5 Series,2016,2695
M3,2013,4892
X6,2017,2024
3 Series,2019,8014
X1,2014,8212
i3,2018,4296
7 Series,2018,8474
i3,2018,2258
X3,2010,2637
X3,2011,8376
i8,2012,2792
3 Series,2023,9971
i8,2013,1143
X1,2019,8414
i3,2018,4380
X1,2019,3190
X6,2022,3686
7 Series,2015,5616
X5,2010,4809
X3,2021,9192
X6,2018,5707
X1,2015,797
3 Series,2013,4179
X3,2023,5963
X3,2013,4462
5 Series,2012,9473
3 Series,2016,218
X5,2012,3019
i8,2011,8006
X6,2019,2635
X3,2017,664
5 Series,2013,2426
M5,2017,6833
X5,2010,4470
M5,2024,2252
5 Series,2014,2107
X1,2022,5617
M5,2018,7259
X5,2010,2877
3 Series,2020,7445
5 Series,2022,7614
X5,2013,432
i3,2015,7044
X3,2019,520
7 Series,2017,7219
